GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G41000300101003","2005-2009",,,"Oregon","41","Benton County","003",,,"010100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 101, Benton County, Oregon",774,11,13,23,14,27,49,51,24,0,70,116,149,136,49,42,0,72708,"Block Group 3, Census Tract 101, Benton County, Oregon",94,17,21,28,23,31,53,46,22,123,48,66,65,83,39,34,123,12227,"410030101003"
"G41000300101004","2005-2009",,,"Oregon","41","Benton County","003",,,"010100","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 101, Benton County, Oregon",558,9,15,0,0,12,0,14,25,15,96,99,57,52,60,41,63,69118,"Block Group 4, Census Tract 101, Benton County, Oregon",62,16,24,123,123,19,123,21,28,24,58,48,47,45,43,39,49,20957,"410030101004"
"G41000300101005","2005-2009",,,"Oregon","41","Benton County","003",,,"010100","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 101, Benton County, Oregon",649,44,12,0,36,12,11,11,0,86,88,43,122,47,71,53,13,62891,"Block Group 5, Census Tract 101, Benton County, Oregon",85,51,18,123,45,21,17,17,123,64,62,32,55,37,60,36,21,26950,"410030101005"
"G41000300102001","2005-2009",,,"Oregon","41","Benton County","003",,,"010200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 102, Benton County, Oregon",737,17,15,12,13,30,31,27,17,42,95,70,147,74,107,28,12,74875,"Block Group 1, Census Tract 102, Benton County, Oregon",84,15,16,14,11,21,24,21,14,36,50,36,50,60,41,27,19,12132,"410030102001"
"G41000300102002","2005-2009",,,"Oregon","41","Benton County","003",,,"010200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 102, Benton County, Oregon",443,21,21,0,0,28,22,24,20,0,40,5,99,94,20,8,41,85893,"Block Group 2, Census Tract 102, Benton County, Oregon",76,24,18,123,123,31,21,27,23,123,35,8,67,57,16,13,34,13231,"410030102002"
"G41000300102003","2005-2009",,,"Oregon","41","Benton County","003",,,"010200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 102, Benton County, Oregon",419,0,10,57,14,0,17,33,47,11,59,82,46,29,14,0,0,57594,"Block Group 3, Census Tract 102, Benton County, Oregon",90,123,15,70,18,123,19,37,50,17,54,48,35,31,22,123,123,16129,"410030102003"
"G41000300103001","2005-2009",,,"Oregon","41","Benton County","003",,,"010300","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 103, Benton County, Oregon",549,10,25,39,16,6,8,23,0,20,15,10,107,109,70,61,30,99297,"Block Group 1, Census Tract 103, Benton County, Oregon",82,15,28,42,18,10,12,27,123,21,17,16,44,63,68,40,31,10843,"410030103001"
"G41000300103002","2005-2009",,,"Oregon","41","Benton County","003",,,"010300","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 103, Benton County, Oregon",455,30,0,10,45,27,31,23,58,22,83,20,59,10,27,6,4,45625,"Block Group 2, Census Tract 103, Benton County, Oregon",64,25,123,12,56,27,26,23,36,23,48,20,41,11,32,7,7,10431,"410030103002"
"G41000300103003","2005-2009",,,"Oregon","41","Benton County","003",,,"010300","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 103, Benton County, Oregon",373,6,25,29,17,8,31,33,11,13,36,50,60,42,12,0,0,52875,"Block Group 3, Census Tract 103, Benton County, Oregon",52,11,22,19,13,10,25,21,9,17,19,26,29,32,14,123,123,9569,"410030103003"
"G41000300104001","2005-2009",,,"Oregon","41","Benton County","003",,,"010400","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 104, Benton County, Oregon",339,70,0,30,9,32,9,26,13,32,14,47,0,21,24,12,0,38984,"Block Group 1, Census Tract 104, Benton County, Oregon",57,40,123,45,13,25,14,24,19,27,19,34,123,21,23,18,123,14418,"410030104001"
"G41000300104002","2005-2009",,,"Oregon","41","Benton County","003",,,"010400","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 104, Benton County, Oregon",369,18,16,11,28,0,15,61,0,9,52,80,18,7,7,25,22,54784,"Block Group 2, Census Tract 104, Benton County, Oregon",70,15,17,14,23,123,18,46,123,13,40,39,20,11,10,31,28,11579,"410030104002"
"G41000300104003","2005-2009",,,"Oregon","41","Benton County","003",,,"010400","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 104, Benton County, Oregon",662,34,27,12,9,68,55,33,22,22,105,101,66,51,20,21,16,57705,"Block Group 3, Census Tract 104, Benton County, Oregon",78,20,32,12,14,43,31,22,20,21,60,50,30,28,19,17,17,7792,"410030104003"
"G41000300104004","2005-2009",,,"Oregon","41","Benton County","003",,,"010400","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 104, Benton County, Oregon",219,4,7,25,19,8,6,14,16,0,8,63,31,13,0,5,0,60202,"Block Group 4, Census Tract 104, Benton County, Oregon",47,7,10,30,17,12,9,17,20,123,12,33,21,16,123,8,123,25120,"410030104004"
"G41000300105001","2005-2009",,,"Oregon","41","Benton County","003",,,"010500","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 105, Benton County, Oregon",740,18,72,31,94,51,63,52,9,71,73,73,51,67,0,0,15,39313,"Block Group 1, Census Tract 105, Benton County, Oregon",135,21,72,30,82,49,58,53,15,58,79,43,40,54,123,123,23,13156,"410030105001"
"G41000300105002","2005-2009",,,"Oregon","41","Benton County","003",,,"010500","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 105, Benton County, Oregon",411,33,10,18,16,34,75,0,11,5,23,57,34,37,10,30,18,55875,"Block Group 2, Census Tract 105, Benton County, Oregon",98,26,17,21,22,35,61,123,15,8,26,41,39,26,16,48,16,38965,"410030105002"
"G41000300105003","2005-2009",,,"Oregon","41","Benton County","003",,,"010500","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 105, Benton County, Oregon",261,45,0,16,26,12,0,25,17,9,45,20,15,31,0,0,0,42031,"Block Group 3, Census Tract 105, Benton County, Oregon",70,49,123,24,38,20,123,27,20,15,53,23,20,28,123,123,123,15959,"410030105003"
"G41000500201001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 201, Clackamas County, Oregon",860,0,0,0,29,29,23,12,0,11,61,55,95,119,114,61,251,121500,"Block Group 1, Census Tract 201, Clackamas County, Oregon",91,123,123,123,25,26,25,18,123,18,54,36,47,55,48,38,91,15974,"410050201001"
"G41000500201002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 201, Clackamas County, Oregon",379,13,7,0,0,33,21,12,11,7,32,29,45,61,12,39,57,90729,"Block Group 2, Census Tract 201, Clackamas County, Oregon",60,19,11,123,123,31,23,17,17,11,25,27,36,40,18,32,37,27321,"410050201002"
"G41000500201003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 201, Clackamas County, Oregon",346,13,9,44,0,15,7,0,9,29,55,37,14,24,0,3,87,59310,"Block Group 3, Census Tract 201, Clackamas County, Oregon",85,21,16,34,123,24,11,123,15,34,50,31,18,22,123,6,69,13819,"410050201003"
"G41000500202001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 202, Clackamas County, Oregon",1495,24,36,35,10,102,90,114,42,80,166,189,123,117,103,37,227,70063,"Block Group 1, Census Tract 202, Clackamas County, Oregon",173,28,35,41,16,76,63,89,35,61,144,108,74,66,64,40,74,20594,"410050202001"
"G41000500202002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 202, Clackamas County, Oregon",502,12,0,63,26,26,17,30,15,42,50,39,88,16,18,0,60,53194,"Block Group 2, Census Tract 202, Clackamas County, Oregon",99,18,123,76,22,32,25,34,23,38,45,29,57,26,29,123,44,19482,"410050202002"
"G41000500202003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020200","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 202, Clackamas County, Oregon",455,47,0,0,19,0,0,0,31,17,9,0,101,64,37,58,72,100515,"Block Group 3, Census Tract 202, Clackamas County, Oregon",103,58,123,123,30,123,123,123,35,26,14,123,67,50,41,46,69,30126,"410050202003"
"G41000500202004","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020200","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 202, Clackamas County, Oregon",332,41,0,0,45,0,0,11,13,19,11,9,31,41,18,39,54,95556,"Block Group 4, Census Tract 202, Clackamas County, Oregon",80,40,123,123,34,123,123,20,20,29,16,14,33,59,22,56,42,71830,"410050202004"
"G41000500203021","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020302","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203.02, Clackamas County, Oregon",480,0,31,12,43,37,11,34,44,12,35,80,86,25,8,10,12,56944,"Block Group 1, Census Tract 203.02, Clackamas County, Oregon",79,123,32,18,49,35,16,28,32,19,34,51,60,29,14,17,18,17960,"410050203021"
"G41000500203022","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020302","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203.02, Clackamas County, Oregon",1093,31,72,59,9,13,71,32,37,22,110,137,106,131,97,133,33,72961,"Block Group 2, Census Tract 203.02, Clackamas County, Oregon",95,28,61,41,15,21,61,32,33,23,58,61,53,67,51,61,25,12266,"410050203022"
"G41000500203031","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020303","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203.03, Clackamas County, Oregon",1208,26,64,22,41,77,13,13,89,0,136,127,174,95,93,100,138,74231,"Block Group 1, Census Tract 203.03, Clackamas County, Oregon",126,28,69,25,50,58,19,20,57,123,67,79,83,59,59,70,81,11661,"410050203031"
"G41000500203032","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020303","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",1282,120,13,7,122,70,139,77,31,47,97,39,188,60,65,99,108,53021,"Block Group 2, Census Tract 203.03, Clackamas County, Oregon",135,63,21,12,80,65,79,59,35,45,72,31,100,41,48,54,68,13283,"410050203032"
"G41000500203041","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020304","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 203.04, Clackamas County, Oregon",1477,73,11,41,14,24,30,53,70,79,111,241,167,164,61,169,169,74315,"Block Group 1, Census Tract 203.04, Clackamas County, Oregon",134,44,20,32,21,27,34,46,73,85,69,111,90,97,43,94,73,21857,"410050203041"
"G41000500203042","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020304","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 203.04, Clackamas County, Oregon",683,15,0,14,12,15,29,0,72,72,0,0,161,57,75,51,110,94156,"Block Group 2, Census Tract 203.04, Clackamas County, Oregon",101,23,123,23,20,25,33,123,72,56,123,123,71,40,62,45,53,8954,"410050203042"
"G41000500204011","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020401","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 204.01, Clackamas County, Oregon",446,41,0,0,0,12,32,9,11,8,0,112,52,22,24,64,59,74857,"Block Group 1, Census Tract 204.01, Clackamas County, Oregon",98,63,123,123,123,14,37,15,16,13,123,90,42,25,30,48,43,43015,"410050204011"
"G41000500204012","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020401","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 204.01, Clackamas County, Oregon",354,41,0,0,0,13,10,39,13,66,14,10,27,25,24,28,44,49755,"Block Group 2, Census Tract 204.01, Clackamas County, Oregon",90,37,123,123,123,22,15,37,22,78,22,15,35,28,28,32,38,33611,"410050204012"
"G41000500204013","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020401","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 204.01, Clackamas County, Oregon",507,15,0,37,0,24,42,84,24,24,57,94,39,12,43,12,0,55265,"Block Group 3, Census Tract 204.01, Clackamas County, Oregon",104,25,123,34,123,28,38,94,27,28,46,75,36,19,38,18,123,20887,"410050204013"
"G41000500204014","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020401","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 204.01, Clackamas County, Oregon",662,36,5,0,2,36,7,29,7,29,14,128,96,87,63,40,83,84643,"Block Group 4, Census Tract 204.01, Clackamas County, Oregon",89,26,5,123,3,33,7,30,13,26,16,87,48,47,46,32,63,19090,"410050204014"
"G41000500204021","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020402","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 204.02, Clackamas County, Oregon",725,51,0,8,9,9,13,24,21,24,60,7,129,49,79,110,132,110987,"Block Group 1, Census Tract 204.02, Clackamas County, Oregon",108,64,123,16,14,15,22,30,24,30,47,12,66,43,61,95,61,34900,"410050204021"
"G41000500204022","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020402","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 204.02, Clackamas County, Oregon",510,0,9,0,26,0,23,0,15,13,24,65,90,115,34,25,71,96786,"Block Group 2, Census Tract 204.02, Clackamas County, Oregon",69,123,14,123,31,123,27,123,24,17,27,39,49,70,27,31,47,15384,"410050204022"
"G41000500204023","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020402","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 204.02, Clackamas County, Oregon",1265,31,37,9,30,8,0,23,24,30,27,197,112,155,122,115,345,119185,"Block Group 3, Census Tract 204.02, Clackamas County, Oregon",158,47,43,14,51,14,123,26,28,31,28,109,60,71,74,54,120,16952,"410050204023"
"G41000500205011","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020501","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205.01, Clackamas County, Oregon",2666,34,61,15,67,35,166,79,59,63,166,181,403,300,272,234,531,100400,"Block Group 1, Census Tract 205.01, Clackamas County, Oregon",143,33,43,25,42,36,84,51,64,44,80,75,135,98,111,100,123,12389,"410050205011"
"G41000500205021","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020502","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205.02, Clackamas County, Oregon",900,111,44,49,37,20,35,14,64,57,32,110,65,113,67,13,69,57500,"Block Group 1, Census Tract 205.02, Clackamas County, Oregon",114,62,38,40,34,23,34,22,45,65,30,53,42,64,46,20,70,20137,"410050205021"
"G41000500205022","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020502","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 205.02, Clackamas County, Oregon",2707,16,43,13,24,54,153,97,84,69,190,318,243,281,258,401,463,107083,"Block Group 2, Census Tract 205.02, Clackamas County, Oregon",150,25,39,20,29,43,117,82,48,49,110,104,86,94,102,133,124,20236,"410050205022"
"G41000500205031","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020503","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 205.03, Clackamas County, Oregon",486,0,0,8,0,41,4,14,14,22,18,55,145,15,60,41,49,88200,"Block Group 1, Census Tract 205.03, Clackamas County, Oregon",54,123,123,13,123,35,7,22,18,26,21,36,64,22,37,24,33,15671,"410050205031"
"G41000500205032","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020503","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 205.03, Clackamas County, Oregon",394,0,0,17,41,0,0,0,16,0,33,10,84,38,27,59,69,99000,"Block Group 2, Census Tract 205.03, Clackamas County, Oregon",71,123,123,18,38,123,123,123,19,123,27,15,50,25,29,40,37,18632,"410050205032"
"G41000500206001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020600","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 206, Clackamas County, Oregon",640,47,0,17,12,13,41,0,0,47,92,18,31,120,60,56,86,102813,"Block Group 1, Census Tract 206, Clackamas County, Oregon",101,46,123,26,20,22,37,123,123,55,64,22,34,60,53,44,84,67086,"410050206001"
"G41000500206002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020600","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 206, Clackamas County, Oregon",1325,45,26,27,36,32,77,18,72,10,52,47,131,264,120,187,181,108655,"Block Group 2, Census Tract 206, Clackamas County, Oregon",145,53,30,31,48,31,44,27,59,16,56,41,79,114,61,75,84,13342,"410050206002"
"G41000500206003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020600","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 206, Clackamas County, Oregon",1012,49,19,0,16,62,41,83,32,8,189,50,133,113,104,31,82,61167,"Block Group 3, Census Tract 206, Clackamas County, Oregon",134,57,24,123,26,58,34,61,38,13,91,43,73,89,60,35,62,19381,"410050206003"
"G41000500207001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020700","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 207, Clackamas County, Oregon",341,0,10,30,26,17,7,30,45,0,6,35,43,17,51,24,0,54792,"Block Group 1, Census Tract 207, Clackamas County, Oregon",73,123,15,27,41,21,11,25,54,123,9,33,29,19,56,27,123,33119,"410050207001"
"G41000500207002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020700","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 207, Clackamas County, Oregon",999,29,24,0,10,58,24,52,45,17,71,78,102,172,54,177,86,94792,"Block Group 2, Census Tract 207, Clackamas County, Oregon",118,27,23,123,15,47,26,36,32,19,51,43,58,90,42,78,56,19559,"410050207002"
"G41000500208001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020800","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 208, Clackamas County, Oregon",668,27,143,11,44,52,109,12,36,8,45,67,57,24,26,0,7,33333,"Block Group 1, Census Tract 208, Clackamas County, Oregon",113,27,95,17,36,34,74,19,29,12,37,42,43,28,28,123,10,2502,"410050208001"
"G41000500208002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020800","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 208, Clackamas County, Oregon",419,58,36,14,19,0,12,0,44,0,70,16,98,42,0,10,0,52008,"Block Group 2, Census Tract 208, Clackamas County, Oregon",95,70,56,21,22,123,20,123,39,123,57,18,71,39,123,21,123,17315,"410050208002"
"G41000500208003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020800","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 208, Clackamas County, Oregon",918,37,97,72,47,23,61,30,56,36,151,107,112,45,34,10,0,50000,"Block Group 3, Census Tract 208, Clackamas County, Oregon",117,38,76,69,33,25,45,28,42,36,92,70,64,37,33,15,123,9092,"410050208003"
"G41000500209001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020900","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 209, Clackamas County, Oregon",402,9,7,0,0,36,21,30,8,0,94,74,87,18,10,8,0,57222,"Block Group 1, Census Tract 209, Clackamas County, Oregon",66,15,12,123,123,41,22,31,12,123,57,49,52,21,16,13,123,10765,"410050209001"
"G41000500209002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020900","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 209, Clackamas County, Oregon",461,36,0,18,10,0,21,43,55,34,39,112,61,23,9,0,0,58008,"Block Group 2, Census Tract 209, Clackamas County, Oregon",85,25,123,19,18,123,19,57,49,28,40,58,51,19,15,123,123,17556,"410050209002"
"G41000500209003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"020900","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 209, Clackamas County, Oregon",676,135,97,73,39,9,13,57,12,12,33,109,16,25,46,0,0,24063,"Block Group 3, Census Tract 209, Clackamas County, Oregon",99,48,61,48,30,15,16,40,15,19,20,66,21,29,54,123,123,16035,"410050209003"
"G41000500210001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 210, Clackamas County, Oregon",376,0,9,57,8,27,21,51,7,13,29,99,26,25,0,4,0,49038,"Block Group 1, Census Tract 210, Clackamas County, Oregon",83,123,14,79,11,32,26,42,11,21,33,45,42,27,123,7,123,26562,"410050210001"
"G41000500210002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 210, Clackamas County, Oregon",957,63,53,22,99,10,13,29,68,40,80,223,101,91,22,43,0,60063,"Block Group 2, Census Tract 210, Clackamas County, Oregon",103,65,34,25,69,16,20,25,43,39,49,71,49,60,19,63,123,8031,"410050210002"
"G41000500210003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 210, Clackamas County, Oregon",517,29,12,22,41,10,0,21,60,44,68,115,51,28,16,0,0,51393,"Block Group 3, Census Tract 210, Clackamas County, Oregon",83,31,19,22,38,15,123,24,43,35,60,59,56,28,18,123,123,6845,"410050210003"
"G41000500211001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021100","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 211, Clackamas County, Oregon",1380,182,38,64,109,81,98,58,104,34,224,122,146,105,15,0,0,42843,"Block Group 1, Census Tract 211, Clackamas County, Oregon",165,152,61,52,84,69,63,45,69,31,103,99,84,88,24,123,123,9106,"410050211001"
"G41000500211002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021100","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 211, Clackamas County, Oregon",506,0,39,19,16,32,0,15,30,37,0,28,198,26,66,0,0,78750,"Block Group 2, Census Tract 211, Clackamas County, Oregon",129,123,37,29,26,37,123,23,43,44,123,32,99,32,104,123,123,18619,"410050211002"
"G41000500211003","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021100","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 211, Clackamas County, Oregon",395,14,0,46,30,29,12,56,29,28,39,31,55,0,0,26,0,43405,"Block Group 3, Census Tract 211, Clackamas County, Oregon",91,22,123,73,32,34,18,60,33,40,43,34,50,123,123,42,123,7974,"410050211003"
"G41000500212001","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 212, Clackamas County, Oregon",1168,72,33,93,141,85,37,89,45,51,88,126,103,108,21,20,56,41889,"Block Group 1, Census Tract 212, Clackamas County, Oregon",157,46,41,49,101,45,36,88,37,45,53,60,58,55,24,21,74,12147,"410050212001"
"G41000500212002","2005-2009",,,"Oregon","41","Clackamas County","005",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 212, Clackamas County, Oregon",665,118,75,11,41,63,73,11,4,20,71,46,12,74,0,46,0,31225,"Block Group 2, Census Tract 212, Clackamas County, Oregon",126,75,72,18,47,55,60,17,6,24,42,33,19,82,123,53,123,12246,"410050212002"
