GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,AIANHHA,URBRURALA,NAME,HD1001,HD1002,HD1003,HD1004,HD1005,HD1006,HD1007,HD1008,HD1009,HD1010,HD1011,HD1012,HD1013,HD1014,HD1015,HD1016,HD1017,HD1018,HD1019,HD1020,HD1021,HD1022,HD1023,HD1024,HD1025,HD1026,HD1027,HD1028,HD1029,HD1030,HD1031,HD1032
"G53002100203001","2000","Washington","53","Franklin","021",,,"020300","1",,,"Block Group 1",9,0,0,0,0,0,0,4,13,0,0,6,4,0,0,0,5,0,6,0,0,0,0,0,20,0,0,0,0,0,0,0
"G53002100203002","2000","Washington","53","Franklin","021",,,"020300","2",,,"Block Group 2",0,0,0,0,0,0,0,0,10,0,29,7,13,0,0,0,0,0,0,0,0,0,0,0,20,11,18,5,9,5,0,0
"G53002100203003","2000","Washington","53","Franklin","021",,,"020300","3",,,"Block Group 3",75,84,125,16,27,22,31,12,129,31,66,26,20,7,6,5,26,79,74,7,6,30,32,46,169,97,57,22,27,0,8,0
"G53002100203004","2000","Washington","53","Franklin","021",,,"020300","4",,,"Block Group 4",58,18,23,0,51,27,17,6,119,35,60,44,18,17,0,11,36,5,20,31,9,11,20,12,180,57,62,37,13,6,8,0
"G53002100204001","2000","Washington","53","Franklin","021",,,"020400","1",,,"Block Group 1",30,33,41,35,0,42,12,8,62,28,36,5,30,0,0,0,18,21,44,32,42,17,11,26,85,38,39,25,6,6,0,0
"G53002100204002","2000","Washington","53","Franklin","021",,,"020400","2",,,"Block Group 2",11,6,0,0,6,0,7,8,134,17,49,56,56,13,19,0,0,0,7,6,28,6,29,8,133,46,60,39,28,0,8,6
"G53002100204003","2000","Washington","53","Franklin","021",,,"020400","3",,,"Block Group 3",84,67,58,8,27,37,19,16,71,8,39,22,42,9,0,0,61,53,55,0,32,13,48,51,155,15,66,17,6,0,0,0
"G53002100204004","2000","Washington","53","Franklin","021",,,"020400","4",,,"Block Group 4",28,4,21,0,0,0,0,4,17,0,7,7,0,0,0,0,13,15,12,9,0,11,0,5,10,0,8,0,6,0,0,0
"G53002100204005","2000","Washington","53","Franklin","021",,,"020400","5",,,"Block Group 5",20,4,25,22,67,32,0,18,71,26,14,10,11,0,0,0,19,0,6,47,10,20,15,6,94,7,21,18,15,8,0,0
"G53002100204006","2000","Washington","53","Franklin","021",,,"020400","6",,,"Block Group 6",28,15,33,0,75,9,24,44,80,5,40,15,24,0,0,0,34,18,56,0,42,30,5,31,76,20,7,17,0,0,0,0
"G53002100205011","2000","Washington","53","Franklin","021",,,"020501","1",,,"Block Group 1",6,0,0,4,13,7,0,9,59,35,31,23,41,20,21,0,0,0,7,4,6,10,6,6,60,29,13,35,71,13,0,0
"G53002100205012","2000","Washington","53","Franklin","021",,,"020501","2",,,"Block Group 2",0,0,0,0,0,0,0,6,6,0,29,6,15,10,5,10,0,0,0,0,0,0,0,7,18,5,47,5,17,10,0,0
"G53002100205013","2000","Washington","53","Franklin","021",,,"020501","3",,,"Block Group 3",0,0,6,5,0,0,0,0,59,13,43,9,45,35,13,18,0,0,0,0,0,0,6,4,66,19,54,23,70,10,0,8
"G53002100205014","2000","Washington","53","Franklin","021",,,"020501","4",,,"Block Group 4",0,0,0,6,0,0,0,0,36,8,54,13,81,45,21,0,0,0,0,0,0,0,0,14,79,4,34,39,94,32,0,0
"G53002100205021","2000","Washington","53","Franklin","021",,,"020502","1",,,"Block Group 1",9,6,0,23,9,27,24,16,218,39,97,21,78,0,8,0,17,9,22,37,12,9,11,24,70,43,119,52,36,45,11,0
"G53002100205022","2000","Washington","53","Franklin","021",,,"020502","2",,,"Block Group 2",0,0,0,0,7,6,8,15,104,21,36,21,44,23,0,16,0,0,0,8,7,0,13,17,71,7,66,37,52,17,0,0
"G53002100205023","2000","Washington","53","Franklin","021",,,"020502","3",,,"Block Group 3",0,0,7,0,0,0,7,5,55,7,31,30,36,21,0,0,0,0,0,0,0,7,0,11,70,15,26,42,22,6,0,0
"G53002100205024","2000","Washington","53","Franklin","021",,,"020502","4",,,"Block Group 4",0,0,0,0,6,0,0,0,79,27,37,21,37,35,8,0,0,0,0,0,0,0,0,7,69,56,38,27,14,37,0,0
"G53002100205025","2000","Washington","53","Franklin","021",,,"020502","5",,,"Block Group 5",0,0,11,7,5,0,0,14,74,26,67,25,42,28,0,0,0,7,0,0,11,6,8,0,73,41,77,15,41,16,0,0
"G53002100205026","2000","Washington","53","Franklin","021",,,"020502","6",,,"Block Group 6",24,6,9,0,0,9,25,26,78,21,58,46,40,17,10,0,8,9,0,17,0,8,8,62,121,46,76,20,47,8,0,10
"G53002100206011","2000","Washington","53","Franklin","021",,,"020601","1",,,"Block Group 1",11,16,17,6,8,0,0,7,56,18,16,14,15,0,0,0,2,8,6,7,6,0,0,19,54,6,19,39,0,0,4,0
"G53002100206012","2000","Washington","53","Franklin","021",,,"020601","2",,,"Block Group 2",0,12,101,24,0,7,24,55,247,32,75,49,133,17,0,0,0,27,10,25,0,14,7,55,230,64,99,51,78,19,0,0
"G53002100206013","2000","Washington","53","Franklin","021",,,"020601","3",,,"Block Group 3",10,0,12,0,25,8,8,7,140,27,53,27,36,15,6,0,12,21,7,0,0,6,8,7,72,33,88,31,50,5,0,0
"G53002100206021","2000","Washington","53","Franklin","021",,,"020602","1",,,"Block Group 1",0,0,0,12,15,9,0,17,59,47,67,48,119,66,11,30,7,0,10,7,0,10,0,0,85,47,73,59,80,92,0,0
"G53002100206022","2000","Washington","53","Franklin","021",,,"020602","2",,,"Block Group 2",25,0,0,0,0,8,6,20,87,20,92,62,61,21,0,0,14,0,0,10,5,6,6,32,85,21,53,51,72,11,0,0
"G53002100206023","2000","Washington","53","Franklin","021",,,"020602","3",,,"Block Group 3",0,0,0,0,0,0,0,0,18,0,9,0,9,0,0,18,0,0,0,0,0,0,0,0,22,0,11,0,16,0,0,0
"G53002100207001","2000","Washington","53","Franklin","021",,,"020700","1",,,"Block Group 1",0,2,1,6,10,2,2,3,50,12,30,22,27,0,0,4,0,0,0,7,5,0,5,13,45,13,19,12,20,2,0,0
"G53002100207002","2000","Washington","53","Franklin","021",,,"020700","2",,,"Block Group 2",4,8,6,8,8,0,12,10,70,23,38,41,11,5,0,0,5,6,0,0,13,3,8,21,90,34,31,6,19,0,6,0
"G53002100208001","2000","Washington","53","Franklin","021",,,"020800","1",,,"Block Group 1",19,29,45,16,21,20,4,22,90,25,34,24,37,32,5,0,22,29,34,31,13,16,5,6,74,36,56,31,45,8,0,0
"G53002100208002","2000","Washington","53","Franklin","021",,,"020800","2",,,"Block Group 2",24,9,10,42,14,31,46,23,224,66,75,26,54,5,0,0,16,10,4,9,5,0,0,6,72,7,54,16,19,14,0,0
"G53002100208003","2000","Washington","53","Franklin","021",,,"020800","3",,,"Block Group 3",7,0,5,8,5,4,0,4,69,15,24,11,29,3,0,0,6,2,8,9,4,7,0,2,40,17,41,12,10,4,0,0
"G53002100208004","2000","Washington","53","Franklin","021",,,"020800","4",,,"Block Group 4",20,48,86,92,52,32,11,17,135,20,41,26,31,20,0,0,33,39,70,36,16,0,28,27,136,48,34,24,16,15,5,0
"G53002100208005","2000","Washington","53","Franklin","021",,,"020800","5",,,"Block Group 5",0,0,21,5,7,6,0,6,44,14,69,25,15,0,0,0,0,0,7,3,0,14,13,5,47,26,47,13,10,6,0,0
"G53002309701001","2000","Washington","53","Garfield","023",,,"970100","1",,,"Block Group 1",4,0,0,11,0,0,0,7,32,24,26,18,28,5,0,4,0,0,0,4,3,0,8,4,27,10,19,29,30,5,0,0
"G53002309702001","2000","Washington","53","Garfield","023",,,"970200","1",,,"Block Group 1",5,0,0,6,0,0,0,4,33,15,29,33,15,1,0,0,5,0,0,0,0,0,0,2,46,16,24,22,27,0,2,0
"G53002309702002","2000","Washington","53","Garfield","023",,,"970200","2",,,"Block Group 2",0,0,0,31,6,11,8,5,62,21,47,15,20,9,0,2,0,0,0,13,13,22,12,6,98,24,49,7,23,7,5,0
"G53002309702003","2000","Washington","53","Garfield","023",,,"970200","3",,,"Block Group 3",0,0,2,8,5,2,8,5,67,18,42,38,46,15,5,2,0,2,0,11,4,6,7,8,123,12,54,35,27,4,0,0
"G53002509801001","2000","Washington","53","Grant","025",,,"980100","1",,,"Block Group 1",0,2,7,10,7,13,4,11,102,21,53,27,14,3,2,5,6,0,2,19,0,23,23,14,154,42,66,21,13,10,3,0
"G53002509801002","2000","Washington","53","Grant","025",,,"980100","2",,,"Block Group 2",0,0,0,20,12,16,10,12,150,42,72,29,48,23,13,0,0,0,0,12,8,24,13,14,164,89,62,34,51,9,2,0
"G53002509801003","2000","Washington","53","Grant","025",,,"980100","3",,,"Block Group 3",0,0,0,0,6,9,0,9,70,17,45,27,43,14,0,2,0,0,0,5,0,4,4,5,78,24,56,25,29,6,0,0
"G53002509801004","2000","Washington","53","Grant","025",,,"980100","4",,,"Block Group 4",2,0,0,18,5,6,4,15,87,39,44,27,15,7,0,6,0,0,0,15,5,9,5,7,120,35,31,11,13,6,0,0
"G53002509802001","2000","Washington","53","Grant","025",,,"980200","1",,,"Block Group 1",15,0,0,14,15,15,4,9,185,23,43,8,32,4,0,0,10,5,0,5,5,4,10,34,83,22,64,18,38,0,0,10
"G53002509802002","2000","Washington","53","Grant","025",,,"980200","2",,,"Block Group 2",0,0,10,10,6,6,0,14,135,25,80,60,34,14,0,0,0,0,3,4,6,13,10,5,79,39,89,67,73,15,0,0
"G53002509803001","2000","Washington","53","Grant","025",,,"980300","1",,,"Block Group 1",0,0,11,28,29,55,33,15,275,31,89,72,103,0,6,7,0,2,6,56,22,34,33,24,269,88,85,53,45,22,0,0
"G53002509803002","2000","Washington","53","Grant","025",,,"980300","2",,,"Block Group 2",13,7,7,34,32,22,19,34,177,24,52,31,38,14,9,0,10,5,12,43,37,26,27,41,185,57,87,24,33,8,9,0
"G53002509804001","2000","Washington","53","Grant","025",,,"980400","1",,,"Block Group 1",0,0,28,29,0,7,15,6,106,51,88,35,83,5,8,0,0,8,17,20,0,8,6,12,128,62,149,35,50,29,11,0
"G53002509804002","2000","Washington","53","Grant","025",,,"980400","2",,,"Block Group 2",0,0,0,0,0,29,0,0,134,46,83,23,46,26,16,0,0,0,0,0,0,0,12,0,182,43,92,45,70,32,0,0
"G53002509804003","2000","Washington","53","Grant","025",,,"980400","3",,,"Block Group 3",0,18,28,84,0,22,16,0,129,27,125,19,94,15,0,0,0,8,11,8,5,29,25,37,233,51,135,55,48,24,8,0
"G53002509804004","2000","Washington","53","Grant","025",,,"980400","4",,,"Block Group 4",0,0,0,15,0,24,8,8,153,36,63,47,83,20,10,0,0,0,0,10,21,28,8,11,115,54,81,41,61,7,0,0
"G53002509804005","2000","Washington","53","Grant","025",,,"980400","5",,,"Block Group 5",8,0,0,7,25,16,0,0,43,7,22,19,66,17,42,0,0,14,9,8,0,0,6,0,70,31,41,0,54,33,0,4
"G53002509805001","2000","Washington","53","Grant","025",,,"980500","1",,,"Block Group 1",0,0,15,11,28,21,0,27,150,56,91,14,74,13,3,0,0,25,14,23,6,5,0,28,142,49,57,48,56,0,13,0
"G53002509805002","2000","Washington","53","Grant","025",,,"980500","2",,,"Block Group 2",0,9,8,16,22,7,0,23,149,24,39,13,56,5,14,0,0,5,13,11,0,14,3,27,85,21,71,11,46,27,0,0
"G53002509806001","2000","Washington","53","Grant","025",,,"980600","1",,,"Block Group 1",34,13,139,69,41,18,27,26,123,18,30,21,39,13,0,0,41,47,81,19,27,0,56,34,98,37,28,19,40,16,5,0
"G53002509806002","2000","Washington","53","Grant","025",,,"980600","2",,,"Block Group 2",53,35,28,43,25,15,24,0,36,5,46,7,0,32,7,0,48,25,86,0,0,15,23,6,68,14,38,9,18,6,0,0
"G53002509806003","2000","Washington","53","Grant","025",,,"980600","3",,,"Block Group 3",20,0,37,30,14,10,14,11,81,27,85,30,65,13,18,0,10,8,34,25,5,0,8,11,110,41,83,25,37,32,6,0
"G53002509807001","2000","Washington","53","Grant","025",,,"980700","1",,,"Block Group 1",27,29,39,39,24,35,21,19,136,53,99,8,6,7,5,0,22,2,26,16,24,51,18,25,126,10,81,20,23,9,3,0
"G53002509807002","2000","Washington","53","Grant","025",,,"980700","2",,,"Block Group 2",0,0,0,11,6,0,13,16,90,36,104,39,29,0,5,0,0,0,0,6,5,13,0,5,109,56,42,28,38,26,7,0
"G53002509808001","2000","Washington","53","Grant","025",,,"980800","1",,,"Block Group 1",0,0,19,5,11,21,13,22,100,40,35,39,15,0,0,0,13,0,14,29,19,6,0,5,121,50,58,30,6,16,0,0
"G53002509808002","2000","Washington","53","Grant","025",,,"980800","2",,,"Block Group 2",29,29,10,0,10,0,5,11,66,22,13,15,20,0,0,0,22,5,7,8,9,5,29,8,94,30,44,34,6,0,0,0
"G53002509808003","2000","Washington","53","Grant","025",,,"980800","3",,,"Block Group 3",11,7,0,0,6,14,19,26,117,55,59,30,18,0,7,0,11,0,4,10,0,28,39,7,145,18,67,43,12,13,0,0
"G53002509809001","2000","Washington","53","Grant","025",,,"980900","1",,,"Block Group 1",71,49,52,10,37,9,7,34,167,45,90,62,17,0,21,0,28,19,28,40,32,57,0,23,260,96,91,49,9,0,0,0
"G53002509809002","2000","Washington","53","Grant","025",,,"980900","2",,,"Block Group 2",35,10,22,4,28,19,38,25,230,75,81,65,54,0,25,0,36,23,0,52,24,37,8,28,190,106,41,89,75,28,21,0
"G53002509809003","2000","Washington","53","Grant","025",,,"980900","3",,,"Block Group 3",0,0,0,6,18,10,10,0,138,28,84,28,0,11,0,14,0,9,0,0,19,0,18,10,110,38,159,25,7,0,0,0
"G53002509809004","2000","Washington","53","Grant","025",,,"980900","4",,,"Block Group 4",0,20,30,32,21,26,35,5,354,42,114,34,160,51,25,0,28,10,11,50,19,16,22,17,238,118,193,69,75,44,17,0
"G53002509810001","2000","Washington","53","Grant","025",,,"981000","1",,,"Block Group 1",6,0,5,14,0,4,14,16,182,65,51,35,58,21,26,15,0,1,16,11,8,16,0,24,161,75,65,83,34,30,0,0
"G53002509810002","2000","Washington","53","Grant","025",,,"981000","2",,,"Block Group 2",19,7,39,36,69,12,18,15,146,74,129,42,44,21,0,0,32,17,0,42,79,34,57,19,204,71,89,77,80,11,0,0
"G53002509810003","2000","Washington","53","Grant","025",,,"981000","3",,,"Block Group 3",0,0,21,8,8,14,0,0,174,65,169,76,170,88,7,5,0,0,0,14,29,20,0,0,241,37,230,113,110,18,9,0
"G53002509810004","2000","Washington","53","Grant","025",,,"981000","4",,,"Block Group 4",0,0,8,3,0,0,0,33,79,58,71,27,86,32,46,8,0,0,0,0,0,6,19,16,111,79,68,51,87,22,0,0
"G53002509811001","2000","Washington","53","Grant","025",,,"981100","1",,,"Block Group 1",9,33,21,22,11,26,9,6,96,20,63,15,23,20,0,0,11,9,30,0,0,35,0,34,154,39,89,6,0,8,7,0
"G53002509811002","2000","Washington","53","Grant","025",,,"981100","2",,,"Block Group 2",5,9,7,39,10,0,9,0,113,22,124,45,62,41,12,0,0,9,0,36,7,24,25,18,123,6,43,76,14,16,7,0
"G53002509811003","2000","Washington","53","Grant","025",,,"981100","3",,,"Block Group 3",7,7,32,13,24,19,6,0,102,32,56,22,31,7,0,30,7,0,10,7,15,7,11,0,164,26,66,46,26,7,0,0
"G53002509811004","2000","Washington","53","Grant","025",,,"981100","4",,,"Block Group 4",7,0,0,12,12,6,0,11,85,69,59,16,80,27,21,0,0,19,0,23,0,26,0,0,134,84,98,26,66,21,0,0
"G53002509812001","2000","Washington","53","Grant","025",,,"981200","1",,,"Block Group 1",23,10,33,21,21,12,31,37,203,70,163,24,77,19,0,0,19,0,20,47,8,51,24,0,106,139,142,36,54,30,0,0
"G53002509812002","2000","Washington","53","Grant","025",,,"981200","2",,,"Block Group 2",0,0,5,14,0,29,4,16,183,44,89,36,87,22,12,0,0,0,2,12,7,31,14,34,207,53,69,42,50,7,12,0
"G53002509813001","2000","Washington","53","Grant","025",,,"981300","1",,,"Block Group 1",0,4,3,8,11,0,4,16,113,44,82,20,44,4,0,4,0,0,0,8,5,5,18,12,111,20,73,33,37,8,4,0
"G53002509813002","2000","Washington","53","Grant","025",,,"981300","2",,,"Block Group 2",65,39,58,84,59,24,32,24,157,21,33,35,19,12,0,2,80,35,59,71,47,19,25,24,132,49,58,15,24,8,3,0
"G53002509814001","2000","Washington","53","Grant","025",,,"981400","1",,,"Block Group 1",34,40,53,8,0,6,0,25,49,13,73,0,0,0,0,0,24,29,20,0,7,8,16,0,76,8,20,15,20,8,0,0
"G53002509814002","2000","Washington","53","Grant","025",,,"981400","2",,,"Block Group 2",44,28,58,12,57,23,18,39,148,55,115,24,75,0,11,0,16,19,85,8,29,0,23,17,195,24,32,39,95,9,0,0
"G53002509814003","2000","Washington","53","Grant","025",,,"981400","3",,,"Block Group 3",72,55,113,41,29,27,26,16,67,8,5,8,20,15,5,0,25,32,75,35,34,37,14,2,63,6,34,14,11,6,12,0
"G53002509814004","2000","Washington","53","Grant","025",,,"981400","4",,,"Block Group 4",151,165,291,114,135,25,9,74,286,61,91,32,53,51,2,0,93,109,168,67,117,6,26,30,240,82,134,49,24,31,13,0
"G53002700001001","2000","Washington","53","Grays Harbor","027",,,"000100","1",,,"Block Group 1",13,0,2,22,13,26,21,13,99,20,52,28,35,10,0,3,2,0,10,10,8,18,14,3,79,29,57,22,27,2,4,0
"G53002700002001","2000","Washington","53","Grays Harbor","027",,,"000200","1",,,"Block Group 1",33,0,0,0,8,0,38,54,188,46,174,94,46,39,0,0,6,0,0,0,8,15,21,4,318,38,145,47,30,21,5,0
"G53002700002002","2000","Washington","53","Grays Harbor","027",,,"000200","2",,,"Block Group 2",0,0,0,0,0,0,0,15,158,40,64,34,60,37,18,0,0,0,0,0,13,17,8,28,123,62,85,45,68,20,0,0
"G53002700002003","2000","Washington","53","Grays Harbor","027",,,"000200","3",,,"Block Group 3",2,0,0,0,0,0,22,11,84,13,96,15,33,34,8,7,0,0,6,0,0,7,0,8,133,41,84,23,39,36,0,7
"G53002700002004","2000","Washington","53","Grays Harbor","027",,,"000200","4",,,"Block Group 4",0,0,0,11,9,10,18,9,98,0,62,0,16,9,28,0,0,0,0,8,0,18,8,9,130,35,44,20,8,0,0,8
"G53002700002005","2000","Washington","53","Grays Harbor","027",,,"000200","5",,,"Block Group 5",7,0,0,7,15,9,17,0,147,21,29,0,19,20,0,0,11,0,0,26,0,15,6,7,102,22,19,8,59,27,8,7
"G53002700002006","2000","Washington","53","Grays Harbor","027",,,"000200","6",,,"Block Group 6",5,0,0,20,4,0,0,12,56,15,32,8,14,27,0,6,0,0,0,0,10,14,6,0,63,35,24,29,26,16,13,0
"G53002700003001","2000","Washington","53","Grays Harbor","027",,,"000300","1",,,"Block Group 1",5,8,6,19,21,31,22,23,114,38,42,45,6,0,8,0,3,0,0,2,2,41,18,19,166,43,58,19,26,0,0,6
"G53002700003002","2000","Washington","53","Grays Harbor","027",,,"000300","2",,,"Block Group 2",0,0,4,10,8,11,12,10,209,64,62,75,46,6,2,12,0,0,0,7,8,6,14,8,173,43,119,36,39,19,9,6
"G53002700003003","2000","Washington","53","Grays Harbor","027",,,"000300","3",,,"Block Group 3",0,1,0,10,6,10,5,23,99,19,29,24,19,3,2,2,2,0,1,11,2,6,1,25,53,23,47,26,26,6,3,0
"G53002700004001","2000","Washington","53","Grays Harbor","027",,,"000400","1",,,"Block Group 1",0,0,0,8,16,3,0,20,91,35,60,26,77,56,0,7,0,0,0,11,0,9,0,17,126,60,102,52,101,45,0,0
"G53002700004002","2000","Washington","53","Grays Harbor","027",,,"000400","2",,,"Block Group 2",3,0,0,17,7,60,7,0,114,38,36,8,13,0,0,0,0,0,0,6,18,0,8,10,105,11,76,25,0,0,5,0
"G53002700004003","2000","Washington","53","Grays Harbor","027",,,"000400","3",,,"Block Group 3",0,0,0,7,0,0,0,11,31,0,46,26,52,11,0,0,0,0,0,13,0,0,13,0,55,0,54,25,37,7,0,0
"G53002700004004","2000","Washington","53","Grays Harbor","027",,,"000400","4",,,"Block Group 4",0,0,0,5,39,0,0,8,90,14,7,0,8,19,0,0,8,0,0,14,7,0,0,10,90,13,62,6,29,0,0,0
"G53002700004005","2000","Washington","53","Grays Harbor","027",,,"000400","5",,,"Block Group 5",0,0,0,25,10,19,38,22,281,110,262,31,57,9,41,0,0,0,0,26,43,13,20,11,304,149,107,133,81,63,0,0
"G53002700005001","2000","Washington","53","Grays Harbor","027",,,"000500","1",,,"Block Group 1",18,0,0,28,21,20,27,15,90,37,9,44,10,0,0,0,0,0,0,25,10,17,0,17,172,59,78,9,31,5,0,0
"G53002700005002","2000","Washington","53","Grays Harbor","027",,,"000500","2",,,"Block Group 2",5,0,0,0,8,31,0,7,151,18,51,61,45,0,0,0,6,0,0,8,19,9,0,7,169,18,57,24,28,0,0,0
"G53002700005003","2000","Washington","53","Grays Harbor","027",,,"000500","3",,,"Block Group 3",0,0,6,6,6,5,11,16,116,5,23,2,7,2,2,0,0,0,3,15,0,6,7,21,82,31,41,5,11,0,0,0
"G53002700005004","2000","Washington","53","Grays Harbor","027",,,"000500","4",,,"Block Group 4",0,8,11,11,16,2,20,21,252,36,76,88,57,17,3,0,0,0,11,14,4,8,34,10,204,80,68,65,46,26,7,0
"G53002700005005","2000","Washington","53","Grays Harbor","027",,,"000500","5",,,"Block Group 5",0,0,6,45,19,35,16,8,154,32,49,41,6,14,0,0,7,0,0,5,23,9,37,9,149,33,86,17,24,19,6,0
"G53002700006001","2000","Washington","53","Grays Harbor","027",,,"000600","1",,,"Block Group 1",0,4,5,8,4,24,12,13,216,39,78,39,24,13,3,0,0,0,0,13,2,22,17,0,216,53,57,47,45,7,0,0
"G53002700006002","2000","Washington","53","Grays Harbor","027",,,"000600","2",,,"Block Group 2",2,3,0,9,3,11,23,17,109,37,52,29,13,7,0,0,3,2,6,25,13,26,36,15,138,45,60,28,18,8,0,0
"G53002700006003","2000","Washington","53","Grays Harbor","027",,,"000600","3",,,"Block Group 3",2,0,0,11,6,16,6,11,86,27,32,17,24,8,0,0,1,0,0,4,0,28,8,0,69,29,50,13,27,20,0,2
"G53002700007001","2000","Washington","53","Grays Harbor","027",,,"000700","1",,,"Block Group 1",0,0,0,11,6,4,1,12,90,14,6,16,21,2,0,2,0,0,2,8,4,0,6,4,61,14,36,20,15,26,0,0
"G53002700007002","2000","Washington","53","Grays Harbor","027",,,"000700","2",,,"Block Group 2",7,3,13,23,20,23,10,5,184,43,102,29,60,9,1,0,0,0,0,14,12,26,16,1,188,76,92,40,32,9,2,0
"G53002700007003","2000","Washington","53","Grays Harbor","027",,,"000700","3",,,"Block Group 3",3,3,7,28,21,18,33,23,238,50,90,34,31,9,4,2,5,2,0,25,5,21,27,22,239,87,95,31,30,9,5,0
"G53002700008001","2000","Washington","53","Grays Harbor","027",,,"000800","1",,,"Block Group 1",8,5,7,7,12,29,0,16,107,35,65,28,33,17,12,5,0,0,0,6,6,11,12,0,112,43,98,76,33,0,15,0
"G53002700008002","2000","Washington","53","Grays Harbor","027",,,"000800","2",,,"Block Group 2",7,0,2,7,22,22,11,17,169,38,87,71,51,55,14,0,0,0,0,21,6,22,36,13,211,95,79,56,69,40,0,0
"G53002700008003","2000","Washington","53","Grays Harbor","027",,,"000800","3",,,"Block Group 3",0,0,7,6,43,6,11,11,143,27,69,14,51,34,0,0,0,0,0,5,12,7,17,14,165,38,82,20,18,15,15,0
"G53002700009001","2000","Washington","53","Grays Harbor","027",,,"000900","1",,,"Block Group 1",0,0,22,0,30,19,20,29,114,24,49,40,0,6,0,0,0,0,0,8,11,41,12,7,126,35,57,44,48,0,0,0
"G53002700009002","2000","Washington","53","Grays Harbor","027",,,"000900","2",,,"Block Group 2",0,0,3,0,3,13,4,17,68,10,41,3,7,0,0,3,0,0,0,7,19,0,26,14,77,38,13,9,21,0,0,0
"G53002700009003","2000","Washington","53","Grays Harbor","027",,,"000900","3",,,"Block Group 3",34,16,0,0,9,13,7,9,83,21,50,0,13,0,0,0,9,0,24,18,33,7,26,27,102,18,23,9,0,7,0,0
"G53002700009004","2000","Washington","53","Grays Harbor","027",,,"000900","4",,,"Block Group 4",10,9,13,14,4,37,14,11,145,12,35,4,23,0,0,0,0,0,0,30,8,1,11,0,96,36,43,32,0,0,0,0
"G53002700009005","2000","Washington","53","Grays Harbor","027",,,"000900","5",,,"Block Group 5",0,0,2,15,16,11,26,12,197,25,70,44,30,19,5,4,0,0,0,11,7,8,26,12,127,83,118,56,31,25,3,0
"G53002700009006","2000","Washington","53","Grays Harbor","027",,,"000900","6",,,"Block Group 6",0,0,0,12,11,12,2,4,59,33,40,19,17,2,0,3,5,3,0,3,0,5,6,9,101,20,33,23,18,5,6,0
"G53002700010001","2000","Washington","53","Grays Harbor","027",,,"001000","1",,,"Block Group 1",11,5,21,21,15,18,0,40,131,46,71,21,11,0,0,0,25,0,10,0,25,0,14,4,102,87,52,31,29,0,0,0
"G53002700010002","2000","Washington","53","Grays Harbor","027",,,"001000","2",,,"Block Group 2",7,0,4,6,9,0,8,13,104,39,63,6,32,0,0,0,0,0,7,7,20,9,6,20,87,17,61,36,6,6,0,0
"G53002700010003","2000","Washington","53","Grays Harbor","027",,,"001000","3",,,"Block Group 3",0,0,0,5,0,19,16,11,107,12,29,19,22,7,0,0,0,0,7,11,5,11,0,0,84,38,23,0,7,5,0,0
"G53002700010004","2000","Washington","53","Grays Harbor","027",,,"001000","4",,,"Block Group 4",6,0,20,0,17,16,0,10,37,6,28,29,17,0,0,0,12,0,0,14,0,8,0,5,101,13,5,3,11,0,0,0
"G53002700011001","2000","Washington","53","Grays Harbor","027",,,"001100","1",,,"Block Group 1",0,0,0,7,0,0,7,18,111,34,76,5,49,16,38,6,0,0,11,15,4,0,4,23,76,76,75,36,65,21,6,0
"G53002700011002","2000","Washington","53","Grays Harbor","027",,,"001100","2",,,"Block Group 2",0,0,0,9,0,7,0,11,55,8,36,32,51,0,14,0,0,0,0,5,0,0,0,0,65,21,67,26,22,25,0,0
